created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url,mention_username
Thu Nov 09 23:09:33 +0000 2023,1722753319406272717,"Aljazeera broadcasted a live feed from inside the Indonisian hospital showing Hamas terrorists , then deleted the clip.  The video showed Armed Hamas terrorists with their weapons inside  the Indonisian hospital in Gaza!   https://t.co/biFMto65db",19,27,189,333,en,1643719098839302145,1722753319406272717,AzzatAlsaalem,https://twitter.com/AzzatAlsaalem/status/1722753319406272717,
Thu Nov 09 23:08:57 +0000 2023,1722753171016032651,"🚨🇮🇱 One of Israel’s best snipers Shmaya Ritterman, was just killed by a Hamas sniper.  🚨🇮🇱 Ritterman had a 100% success rate.  Per @AssociatedFress 🗞️ https://t.co/UTWwK3FYaP",1,15,5,152,en,1330389071580061698,1722753171016032651,Briskerov,https://twitter.com/Briskerov/status/1722753171016032651,AssociatedFress
Thu Nov 09 23:08:15 +0000 2023,1722752993282433470,"@Anonymous_Link You are unfortunately confusing cause and effect, did you also stand up when on October 7, 2023 Hamas and its helpers invaded Israel like a horde of beasts and indiscriminately slaughtered women, children, the elderly, the infirm and the disabled?   Didn't you also wonder why… https://t.co/eXHciLYOZw",4,4,9,108,en,1565057736311771142,1722686752568025326,SimplyonWorld,https://twitter.com/SimplyonWorld/status/1722752993282433470,Anonymous_Link
Thu Nov 09 23:07:38 +0000 2023,1722752837493436791,"@marklevinshow What do you think of the IDF gunning down their own citizens running from the festival, then blaming Hamas?  No one believes any of you Zionist demons anymore. https://t.co/Mnuf1BtvOo",2,16,39,352,en,2432310906,1722749036808040937,Lucas_Gage_,https://twitter.com/Lucas_Gage_/status/1722752837493436791,marklevinshow
Thu Nov 09 23:07:19 +0000 2023,1722752760527949839,@xavierjp__ @EndWokeness If hamas cared about the children they wouldn’t use them as shields. That’s totally on hamas,0,6,4,201,en,1184647390927699969,1722740561243775350,BJujitsu,https://twitter.com/BJujitsu/status/1722752760527949839,"xavierjp__, EndWokeness"
Thu Nov 09 23:06:32 +0000 2023,1722752560753238087,I guess not enough NYT ‘journalists’ were riding with Hamas to rape women on Oct. 7th.,1,29,73,391,en,921993698,1722752560753238087,Justine_Brooke,https://twitter.com/Justine_Brooke/status/1722752560753238087,
Thu Nov 09 23:05:57 +0000 2023,1722752413827019085,"Hamas violated the ceasefire and attacked Israel on 10/7  Hamas cut of heads &amp  breasts of Israelis  Hamas deprived Israelis of air as they burned them alive  Hamas killed so many Israelis, they're still finding &amp  identifying bodies - you can be sure Hamas' numbers are exaggerated",0,11,28,161,en,275322482,1722752413827019085,awstar11,https://twitter.com/awstar11/status/1722752413827019085,
Thu Nov 09 23:05:51 +0000 2023,1722752389663334892,"Over 30 kids are being held hostage in Gaza by Hamas.   At night I lie awake thinking about them. Are they being fed? Who’s holding them while they cry? How scared are they?  It isn’t political to call for their release, it’s just and right.   #BringThemBackNow https://t.co/acA4fk4iCG",1,20,41,130,en,156475698,1722752389663334892,ariellakimmel,https://twitter.com/ariellakimmel/status/1722752389663334892,
Thu Nov 09 23:05:45 +0000 2023,1722752362991731167,Imagine having such a poisonous overload of empathy that you felt some for Hamas.,3,52,50,522,en,1011008340367953920,1722752362991731167,wil_da_beast630,https://twitter.com/wil_da_beast630/status/1722752362991731167,
Thu Nov 09 23:05:44 +0000 2023,1722752360512897175,"@Dan35167515 Ohhhh word, you are dumber than dogshit. You should take it up with Bibi and Likud, who spent decades investing hundreds of millions in promoting Hamas over secular and less extremist factions so they had an excuse to slaughter more innocent Palestinians. You support genocide.",0,9,0,413,en,2455280772,1722706331944014334,B1G_Ryan,https://twitter.com/B1G_Ryan/status/1722752360512897175,Dan35167515
Thu Nov 09 23:05:20 +0000 2023,1722752257618321853,"Man. Hamas REALLY should surrender, and end the war they started.",1,17,53,702,en,1011008340367953920,1722752257618321853,wil_da_beast630,https://twitter.com/wil_da_beast630/status/1722752257618321853,
Thu Nov 09 23:05:01 +0000 2023,1722752178782093703,"Tonight, the Senate unanimously passed my bipartisan resolution with @SenToddYoung strongly condemning Hamas and demanding they immediately release ALL hostages.  I won't stop working with Republicans and Democrats to see that all of the hostages are released and can come home.",7,56,35,131,en,818554054309715969,1722752178782093703,SenJackyRosen,https://twitter.com/SenJackyRosen/status/1722752178782093703,SenToddYoung
Thu Nov 09 23:04:57 +0000 2023,1722752161975537841,"I think it's appropriate for Israel to find the Hamas members and either kill them or incarcerate them, that's something that has to be done because they are going to keep coming otherwise.""  - @elonmusk   https://t.co/chnvyuzTwz""",3,9,66,222,en,93637779,1722752161975537841,AdamMilstein,https://twitter.com/AdamMilstein/status/1722752161975537841,elonmusk
Thu Nov 09 23:04:47 +0000 2023,1722752121697607918,You can criticize Israel and not be anti-Semitic.   You can criticize Hamas and not be Islamophobic.  All Jews do not reflect the Israeli government.   All Palestinians do not reflect the Hamas government.   Love will overrule hate. https://t.co/360D3OjI3I,0,19,39,162,en,1334688905929613312,1722752121697607918,AvengerResister,https://twitter.com/AvengerResister/status/1722752121697607918,
Thu Nov 09 23:04:12 +0000 2023,1722751972229668906,@SpiritofHo Hamas is cool though? How about ISIS? You in with them too?,1,40,0,112,en,1445108871362760704,1722643440406597788,Stewtelligence,https://twitter.com/Stewtelligence/status/1722751972229668906,SpiritofHo
Thu Nov 09 23:03:36 +0000 2023,1722751821272190981,"The threat of Jew hatred that we are seeing today in America is a national security threat...including in the halls of Congress with pro-Hamas legislators. If Rashida Tlaib thinks that removing Palestinians from the USA who are pro Hamas is racist, what then is her call to remove… https://t.co/dEfzIobiRs",8,84,101,319,en,394420238,1722751821272190981,GoldsteinBrooke,https://twitter.com/GoldsteinBrooke/status/1722751821272190981,
Thu Nov 09 23:03:10 +0000 2023,1722751713386385447,@theJagmeetSingh I stand with Hamas and my pension.,0,9,14,307,en,1545198699512336384,1722750515669606434,singh_hypocrisy,https://twitter.com/singh_hypocrisy/status/1722751713386385447,theJagmeetSingh
Thu Nov 09 23:00:38 +0000 2023,1722751078347735428,"Further developments regarding Hassan Eslaiah, a journalist who acted as photographer for AP, Reuters and CNN.  It turns out that Eslaiah was no stranger to documenting Hamas terrorism.  In this video, posted before the October 7th massacre, he was invited by terrorists who… https://t.co/pkziAESIvb",13,12,249,416,en,580033481,1722751078347735428,emanumiller,https://twitter.com/emanumiller/status/1722751078347735428,
Thu Nov 09 23:00:01 +0000 2023,1722750919539114076,"Drone footage showing the hundreds of scorched cars left in the aftermath of the Nova music festival massacre.   Each of these cars represent a human being that never came back, that was savagely murdered by Hamas on October 7th.  #HamasisISIS   Credit: @Telegraph https://t.co/cSvNU30Oqa",18,84,118,191,en,58562226,1722750919539114076,IsraelinUSA,https://twitter.com/IsraelinUSA/status/1722750919539114076,Telegraph
Thu Nov 09 22:59:31 +0000 2023,1722750796716990512,"#Qatar pundit Abdullah Al-Emadi writes #Hamas Is the Honor of the Nation,"" and attacks ""Zionist Arabs."" That Hamas committed two war crimes since October 7 by massacring 1,400 Israeli noncombatants and kidnaping 244 others does not seem to bother Emadi.  https://t.co/O7xcOaPS8y""",1,9,30,126,en,39344961,1722750796716990512,hahussain,https://twitter.com/hahussain/status/1722750796716990512,
Thu Nov 09 22:59:26 +0000 2023,1722750773183057996,"It's a perplexing phenomenon when individuals living in the relative freedom and safety of the West, who rightfully criticize Western media and government institutions, suddenly start echoing Hamas propaganda word for word without any discernment.   Strangely, these same people…",8,167,73,604,en,1184083789619683328,1722750773183057996,therealrukshan,https://twitter.com/therealrukshan/status/1722750773183057996,
Thu Nov 09 22:58:58 +0000 2023,1722750658019795251,"Protestor: We need a ceasefire to stop genocide!  Conservatives: Ignore that, they support Hamas  Media: Oh ok  Israeli government: We want to eliminate every Palestinian, who we constantly call “cockroaches”!  Cons: Ignore that. They’re just worried about hostages.  Media: Oh ok",2,2,79,338,en,1382013875168669705,1722750658019795251,taliaotg,https://twitter.com/taliaotg/status/1722750658019795251,
Thu Nov 09 22:58:49 +0000 2023,1722750620967293379,"This is how you end up with the idea that “moral clarity” requires you to avoid “districting tangents about Hamas,” a real military organization that governed the pre-war Gaza Strip for ~15 years.   They want to have a different conversation. https://t.co/4PS8LfQ61I",0,8,8,286,en,15446531,1722748400272064985,mattyglesias,https://twitter.com/mattyglesias/status/1722750620967293379,
Thu Nov 09 22:57:36 +0000 2023,1722750313076338699,I’ll never stop saying it.  Hamas is a TERRORIST STATE! Palestine is a FAKING FACTORY!,6,26,174,542,en,1542089539367636995,1722750313076338699,JSinha007,https://twitter.com/JSinha007/status/1722750313076338699,
Thu Nov 09 22:57:29 +0000 2023,1722750284114350449,"As I keep saying, I take people at their word when they say that subjectively they intend to offer “an aspirational call for freedom, human rights, and peaceful coexistence” rather than a call for a Hamas military victory.   But “aspiration” doesn’t get you very far.",2,7,8,331,en,15446531,1722748400272064985,mattyglesias,https://twitter.com/mattyglesias/status/1722750284114350449,
Thu Nov 09 22:57:22 +0000 2023,1722750252938051793,You know who is stoking a culture war? People pretending these marches are not hateful.  Telling people those involved are not supporting Hamas is simply a lie.  Telling the public that what they can see with their own eyes isn't true never works.  Deal with the reality.,7,61,106,432,en,1346629159,1722750252938051793,emmacpicken,https://twitter.com/emmacpicken/status/1722750252938051793,
Thu Nov 09 22:57:12 +0000 2023,1722750214547857445,"@MarshaBlackburn unless Congress funds Hamas"" This is a God Damn lie Marsha Blackburn and you should be ashamed of yourself.""",2,21,81,624,en,1511803788864106496,1722738398425759887,GayresisterGary,https://twitter.com/GayresisterGary/status/1722750214547857445,MarshaBlackburn
Thu Nov 09 22:56:39 +0000 2023,1722750073388363843,@Lucas_Gage_ @benshapiro Hamas used helicopters as human shields,0,9,15,479,en,226979526,1722703548637454844,Kurbaytaev,https://twitter.com/Kurbaytaev/status/1722750073388363843,"Lucas_Gage_, benshapiro"
Thu Nov 09 22:56:13 +0000 2023,1722749964277764249,"This needs more coverage:  Benjamin Netanyahu rejected a deal with Palestinian militant groups in Gaza for a five-day ceasefire in exchange for the release of scores of hostages held by Hamas (children, women, elderly, sick and foreign nationals). https://t.co/Fqoeffxck9",7,6,123,113,en,93618872,1722749964277764249,Ian_Fraser,https://twitter.com/Ian_Fraser/status/1722749964277764249,
Thu Nov 09 22:55:39 +0000 2023,1722749820605993275,@DrEliDavid Looks like Gazans are now free to say Hamas has destroyed Gaza! Before they were not free to say anything. They will be living a good life now thanks to Israel! Just you watch!,1,11,19,161,en,3377454729,1722695368796778547,masnjny,https://twitter.com/masnjny/status/1722749820605993275,DrEliDavid
Thu Nov 09 22:55:01 +0000 2023,1722749664993103961,The pro Hamas terror supporters almost always cover their faces while peaceful supporters of Israel proudly show theirs. Says a great deal about the difference between the two sides.,0,7,50,206,en,849880970,1722749664993103961,NileGardiner,https://twitter.com/NileGardiner/status/1722749664993103961,
Thu Nov 09 22:54:47 +0000 2023,1722749606025380288,"Israeli news reports that hostage negotiations are taking place in Qatar with Mossad Chief David Barnea and CIA chief William Burns.   They are discussing a possible release of some 80 hostages. Hamas demands included a days-long pause in the war, the release of Palestinians…",21,156,172,639,en,2161051908,1722749606025380288,AvivaKlompas,https://twitter.com/AvivaKlompas/status/1722749606025380288,
Thu Nov 09 22:54:21 +0000 2023,1722749495144816838,"Take a good look! This is the third Nakba, the 3rd mass expulsion of people unfolding in front of you live in full colors. The first two (1948 &amp  1967) were recorded in black &amp  white! This is pure land grab by genocide, not about Hamas.  #GazaHolocaust https://t.co/JOnENf6HAY",2,14,84,130,en,1289954977,1722749495144816838,ShehabiFares,https://twitter.com/ShehabiFares/status/1722749495144816838,
Thu Nov 09 22:54:00 +0000 2023,1722749407810969767,"@LXSummer1 that secondaries going off, the slow rolling fireball is not a IDF munition... thats hamas ammo going up.",0,1,6,154,en,1520175957709045762,1722703337789805023,secretsqrl123,https://twitter.com/secretsqrl123/status/1722749407810969767,LXSummer1
Thu Nov 09 22:53:51 +0000 2023,1722749369533767862,"🚨🇮🇱 Video shows the beautiful moment Israel wipes out Hamas's secret base in Khalid bin al-Walid mosque in Khan Younis, Gaza. https://t.co/NHLtP8rI2a",14,64,76,416,en,754718787237281792,1722749369533767862,Terror_Alarm,https://twitter.com/Terror_Alarm/status/1722749369533767862,
Thu Nov 09 22:53:16 +0000 2023,1722749224805191739,"A lot of people who are not involved in anti-Zionist marches look at the people who are marching &amp  posting and say “they are marching &amp  posting in solidarity with Hamas, the major anti-Zionist Palestinian faction.”   But then they say “no no no no no it’s this other thing.”",3,5,7,341,en,15446531,1722748400272064985,mattyglesias,https://twitter.com/mattyglesias/status/1722749224805191739,
Thu Nov 09 22:53:07 +0000 2023,1722749183646416935,"Washington Post posted a cartoon accurately depicting Hamas using  civilians as “human shields.  But then deleted it and apologized after staffers and a Princeton grad called the photo ""racist.""  The Post is sorry for portraying terrorists accurately:  https://t.co/EGXRTSvM0X""",2,12,24,110,en,334920737,1722749183646416935,Outkick,https://twitter.com/Outkick/status/1722749183646416935,
Thu Nov 09 22:52:28 +0000 2023,1722749023373631854,Washington Post bows to the pro-Hamas mob. A sad day for US journalism.   Peak  woke at Washington Post as it  APOLOGIZES and removes 'racist' cartoon  depicting 'grossly mischaracterized' and 'discriminatory' Hamas  terrorist           https://t.co/UVtebHKozS via @MailOnline,4,10,53,120,en,849880970,1722749023373631854,NileGardiner,https://twitter.com/NileGardiner/status/1722749023373631854,MailOnline
Thu Nov 09 22:52:00 +0000 2023,1722748903219438055,"More violence in St. Louis. Pro Hamas protesters push Jewish man to the ground and steal his Israel flag. One arrest has been made, the Jewish counter protesters are shaken but so far report they are uninjured. This is Manchester, MO @StopAntisemites @visegrad24 https://t.co/7vf7LcIqPq",22,48,70,124,en,746505550133760001,1722748903219438055,moll_aj,https://twitter.com/moll_aj/status/1722748903219438055,"StopAntisemites, visegrad24"
Thu Nov 09 22:51:34 +0000 2023,1722748794557603987,"This clip aired by @AJEnglish may appear to show Hamas fighters among the crowd in the Indonesian hospital, but that is really just a dialysis stand shaped like a kalishnikov. https://t.co/V6KjSDxtch",40,98,399,1980,en,1574434424971837444,1722748794557603987,GazaHealth,https://twitter.com/GazaHealth/status/1722748794557603987,AJEnglish
Thu Nov 09 22:51:26 +0000 2023,1722748761850470700,"Saudi accounts on Twitter: Al Jazeera's live broadcast (accidentally) exposed Hamas military operatives inside the Indonesian hospital in northern Gaza According to these sources, (1/2) https://t.co/RlcKCPPQOn",5,5,80,224,en,1437862904116744196,1722748761850470700,AbuAliEnglishB1,https://twitter.com/AbuAliEnglishB1/status/1722748761850470700,
Thu Nov 09 22:50:50 +0000 2023,1722748611891438042,"Genuinely don't get this. Why are 'communists' supporting Hamas.  To begin with Hamas are fascists.   Secondly their operating model is based on exploitation of deprived, working class Gazans by billionaire leaders.  Where does Marxism come into any of that?",10,197,102,424,en,1135712292677541893,1722748611891438042,Zokko18,https://twitter.com/Zokko18/status/1722748611891438042,
Thu Nov 09 22:48:33 +0000 2023,1722748036290630021,@alexshams_ They wanted all Hamas let out of prison. Not happening,0,15,6,179,en,1437471011000127488,1722725364730839406,chibiapegang,https://twitter.com/chibiapegang/status/1722748036290630021,alexshams_
Thu Nov 09 22:48:26 +0000 2023,1722748008251412543,"@guypbenson But...NYT went with the Hamas version of the now-debunked Israel bombed a  hospital"" story.  I don't understand.  Do the pro-Palestinian protestors just hate everyone for everything?""",1,30,9,182,en,1404105166501068807,1722747333366927717,laurieinri,https://twitter.com/laurieinri/status/1722748008251412543,guypbenson
Thu Nov 09 22:48:09 +0000 2023,1722747935132168547,most of the killed children weren't even born when when Hamas was elected - idiots like you are the real problem,2,28,87,601,en,3373146857,1722747935132168547,GeromanAT,https://twitter.com/GeromanAT/status/1722747935132168547,
Thu Nov 09 22:48:07 +0000 2023,1722747926663872537,"The mainstream media has been working together with Hamas for many, many years sowing the narratives that Hamas wants it sow.""   Jerusalem News Syndicate Bureau Chief Alex Traiman speaks about the journalists embedding themselves with Hamas. @traiman @KatrinaSzish @BobBrooks_NMX https://t.co/nnqhrTsX6v""",3,26,55,154,en,20545835,1722747926663872537,NEWSMAX,https://twitter.com/NEWSMAX/status/1722747926663872537,"traiman, KatrinaSzish, BobBrooks_NMX"
Thu Nov 09 22:47:50 +0000 2023,1722747856153440556,@benshapiro most of the killed children weren't even born when when Hamas was elected - idiots like you are the real problem,1,34,105,2227,en,3373146857,1722743548741656769,GeromanAT,https://twitter.com/GeromanAT/status/1722747856153440556,benshapiro
Thu Nov 09 22:46:50 +0000 2023,1722747602192761311,@MarioNawfal Because nothing prolongs suffering like delaying the defeat of Hamas.,1,2,1,158,en,1586388120722817024,1722741221464932633,Chris_Opines,https://twitter.com/Chris_Opines/status/1722747602192761311,MarioNawfal
Thu Nov 09 22:46:46 +0000 2023,1722747588774965454,I am still waiting for the  free Palestine crowd to tell me why Palestinian adults aren't helping destroy hamas,4,40,24,196,en,945693405694357504,1722747588774965454,Jessicam6946,https://twitter.com/Jessicam6946/status/1722747588774965454,
Thu Nov 09 22:45:49 +0000 2023,1722747349129162888,Hamas terrorists keep on getting help from Biden admin...,6,29,89,316,en,18266688,1722747349129162888,TomFitton,https://twitter.com/TomFitton/status/1722747349129162888,
Thu Nov 09 22:45:46 +0000 2023,1722747336173162729,@jakeshieldsajj @KonstantinKisin “not defending Hamas BUT…” 🤣 https://t.co/6o177rXSpA,0,3,7,322,en,43534928,1722649555668287553,adrianstone,https://twitter.com/adrianstone/status/1722747336173162729,"jakeshieldsajj, KonstantinKisin"
Thu Nov 09 22:45:40 +0000 2023,1722747310210200018,Al Jazeera's live broadcast accidentally exposed (and then quietly deleted) Hamas military operatives inside Indonesian hospital in northern Gaza. https://t.co/3ZtxWDtykG,289,661,5440,15287,en,774174489458331649,1722747310210200018,TheMossadIL,https://twitter.com/TheMossadIL/status/1722747310210200018,
Thu Nov 09 22:45:27 +0000 2023,1722747257001218345,"This is 77 yr-old Hanna Katzir. She’s been a hostage of Hamas over a month. On Oct 7, her husband was slaughtered in front of her, &amp  she was taken.  Pic on right was her today, in a terrorist propaganda clip. 💔 https://t.co/bVmEwSw4cB",4,26,199,393,en,1329171068196622337,1722747257001218345,leslibless,https://twitter.com/leslibless/status/1722747257001218345,
Thu Nov 09 22:44:55 +0000 2023,1722747122913538430,"Yes, I condemn Hamas. I've repeatedly outlined why Hamas' attacks on civilians were war crimes.  Israeli apartheid is the root cause of this violence. Israel made life unbearable, made peaceful protest impossible, and actively promoted Hamas. https://t.co/bxbw0gWkwf",7,49,26,422,en,995006376962396160,1722612755642163482,SocDoneLeft,https://twitter.com/SocDoneLeft/status/1722747122913538430,
Thu Nov 09 22:43:54 +0000 2023,1722746864926122459,Radical leftists have occupied the @nytimes office in Manhattan to protest their coverage of the Israel-Hamas war. They say the NYT is too biased in favor of Israel. The activists want Israel to be abolished &amp  do not accept criticism of Palestinian terror.https://t.co/VoBTREPcxB,125,957,1148,3197,en,2835451658,1722746864926122459,MrAndyNgo,https://twitter.com/MrAndyNgo/status/1722746864926122459,nytimes
Thu Nov 09 22:43:21 +0000 2023,1722746728988676412,Israeli youth dancing at the party before the Hamas attack. Islam does not like entertainment and happiness. https://t.co/1BJinvC3jT,13,54,390,1365,en,927513257946083329,1722746728988676412,ImtiazMadmood,https://twitter.com/ImtiazMadmood/status/1722746728988676412,
Thu Nov 09 22:43:13 +0000 2023,1722746692921868489,Rep. Rashida Tlaib has come under fire after a discovery fundraisers of hers had ties to Hamas.   Canary Mission has now linked Tlaib to three more fundraisers with Hamas ties. https://t.co/OHxGav8WRE https://t.co/7ctiJ53Pij,16,22,127,215,en,538525553,1722746692921868489,JNS_org,https://twitter.com/JNS_org/status/1722746692921868489,
Thu Nov 09 22:41:43 +0000 2023,1722746315660984676,Literally the most pro-Gaza paper out there with ex-Al-Jazeera reporters 😂  This is the pro-Hamas crowd saying that Hamas should solely control the news.,6,43,232,913,en,986232040021549056,1722746315660984676,MarinaMedvin,https://twitter.com/MarinaMedvin/status/1722746315660984676,
Thu Nov 09 22:41:28 +0000 2023,1722746252935430228,"A “blood libel” of how Hamas raped women, using eyewitness testimony.   These are the people we’re dealing with. Using terms about Jewish victimization to justify their refusal to believe Jews were raped by terrorists.   Feel free to unfollow me if you’re one of those people.",1,14,47,303,en,180681251,1722746252935430228,EladNehorai,https://twitter.com/EladNehorai/status/1722746252935430228,
Thu Nov 09 22:40:57 +0000 2023,1722746124656676977,"Gaza, the West Bank, Hamas, Hezbollah, Palestine, Israel ... none of that will ever be solved through negotiations.",3,140,35,379,en,1366565625401909249,1722746124656676977,WallStreetSilv,https://twitter.com/WallStreetSilv/status/1722746124656676977,
Thu Nov 09 22:40:41 +0000 2023,1722746055551271045,"@benshapiro The 5 thousand children killed so far, none of which voted for Hamas in 2005, sure weren’t able to “determine their own future”.   Neither were the Israeli festival attendees taken out by IDF Helicopters on October 7th.",0,23,30,528,en,249420175,1722743548741656769,imjdsharp,https://twitter.com/imjdsharp/status/1722746055551271045,benshapiro
Thu Nov 09 22:40:39 +0000 2023,1722746046378340769,"@PiersUncensored @piersmorgan @cenkuygur @RabbiShmuley I'm Palestinian.  I agree with the Rabbi.  We rejected all the offers, and now we got stuck with Hamas.  Instead, we should negotiate, compromise, accept a deal, and build a real Palestinian state.",0,9,31,369,en,1240719090299346944,1722715683895537890,aziz0nomics,https://twitter.com/aziz0nomics/status/1722746046378340769,"PiersUncensored, piersmorgan, cenkuygur, RabbiShmuley"
Thu Nov 09 22:40:22 +0000 2023,1722745975280672956,"On Oct. 7th, former Israeli soldier @BenzionSanders lost a fellow veteran in Hamas’ brutal attack.   But as a veteran of Israel's 2014 attacks on Hamas, he tells @mehdirhasan that military force alone from Israel will not work when it comes to defeating Hamas. https://t.co/kDpUnXJUdT",5,15,67,183,en,1311714648622870529,1722745975280672956,MehdiHasanShow,https://twitter.com/MehdiHasanShow/status/1722745975280672956,"BenzionSanders, mehdirhasan"
Thu Nov 09 22:40:10 +0000 2023,1722745926681329815,"In the world of simple math, ISIS didn't stand for Syria and Iraq, Al-Qaeda didn't represent Afghanistan, and Iran's regime doesn't speak for Iranians. #Hamas may echo ISIS, Iran, and Al-Qaeda, but it certainly doesn't echo the people of #Gaza! #Israel #HamasTerrorrists",11,118,417,700,en,406527960,1722745926681329815,amjadt25,https://twitter.com/amjadt25/status/1722745926681329815,
Thu Nov 09 22:40:07 +0000 2023,1722745912294830380,Israel eliminates 130 Hamas tunnels in Gaza as airstrike kills weapons maker https://t.co/EsxVIFD0Js,2,31,29,256,en,17469289,1722745912294830380,nypost,https://twitter.com/nypost/status/1722745912294830380,
Thu Nov 09 22:40:00 +0000 2023,1722745883002048568,Most popular entertainment activities in Gaza:  1. LGBTQ rooftop throwdown parties 2. Climate friendly rocket production 3. Burning Zionist flags 4. Sharia enforcing lash giving events  5. Sleep with Yahya Sinwar (only males),3,11,47,247,en,1722089100352585728,1722745883002048568,HamasHQ,https://twitter.com/HamasHQ/status/1722745883002048568,
Thu Nov 09 22:39:24 +0000 2023,1722745732434735389,"@RNcat50 @OmarBaddar @AngieNixon @michellesalzman “We are at 10,000 dead Palestinians. How many will be enough”.  That’s when “all of them” came in.  So, no. They were not referring to Hamas. Disgusting",0,1,7,185,en,2503858058,1722655808549183850,yasminwilde,https://twitter.com/yasminwilde/status/1722745732434735389,"RNcat50, OmarBaddar, AngieNixon, michellesalzman"
Thu Nov 09 22:39:12 +0000 2023,1722745682270756903,"Putin Vs Netanyahu  🇷🇺 Takes in millions of Ukrainian refugees 🇮🇱 Prefers to bomb humanitarian corridors  🇷🇺 Takes children away from the warfronts to safety 🇮🇱 Buгies children alive  🇷🇺 Goes after Azov, and the AFU 🇮🇱 Can't defeat Hamas, kiIIs innocent Palestinians instead  🇷🇺…",59,301,2229,5728,en,1520737910554824706,1722745682270756903,Alex_Oloyede2,https://twitter.com/Alex_Oloyede2/status/1722745682270756903,
Thu Nov 09 22:38:56 +0000 2023,1722745613907796247,"Oren Goldin 🕯️  The proud father of twins was last seen trying to protect his kibbutz from Hamas terrorist invasion.   Oren was believed to be kidnapped, but his wife has learned that he was among the murdered.   Their two-year-old twins keep asking for their abba 💔  May Oren's… https://t.co/WG3PdT4wIU",129,932,3260,10776,en,2161051908,1722745613907796247,AvivaKlompas,https://twitter.com/AvivaKlompas/status/1722745613907796247,
Thu Nov 09 22:38:55 +0000 2023,1722745610934132843,"@Remroum @TMidsouth1 Now the truth comes out. They yell “Arab”, not Hamas nor even Palestinian.",0,0,36,459,en,1150532906546339840,1722581047924122071,Kamal2I,https://twitter.com/Kamal2I/status/1722745610934132843,"Remroum, TMidsouth1"
Thu Nov 09 22:38:09 +0000 2023,1722745419145400750,@benshapiro Life according to Ben:  Israel right to self-defense:✅  Hamas right to self defense:❌,2,23,17,530,en,1680959288582324224,1722743548741656769,GeorgeBo0bs,https://twitter.com/GeorgeBo0bs/status/1722745419145400750,benshapiro
Thu Nov 09 22:37:57 +0000 2023,1722745367677075873,"@alexshams_ @MariamBarghouti This could use a community note. Not including the fact that Hamas demanded 7,000+ prisoners is kind of odd.",6,71,32,876,en,1589263478249889792,1722725364730839406,keezydotweet,https://twitter.com/keezydotweet/status/1722745367677075873,"alexshams_, MariamBarghouti"
Thu Nov 09 22:35:02 +0000 2023,1722744632985940022,"This is Yagil Yaakov, a 13 yr-old hostage that Hamas has had for over a month.  Left picture is from before he was kidnapped.  Right picture is him today, from a Hamas propaganda video. 💔 https://t.co/G5MQ6tFBH9",6,60,115,257,en,1329171068196622337,1722744632985940022,leslibless,https://twitter.com/leslibless/status/1722744632985940022,
Thu Nov 09 22:34:25 +0000 2023,1722744480082587721,"The blessed moments on May 02, 1998, Iran’s Leader of the Revolution, Imam Khamenei received the great martyr &amp  founder of Hamas Resistance, Sheikh Ahmad Yassin &amp  accompanying brothers from Hamas. https://t.co/QpuSQZg6sH",1,2,30,163,en,1496921395565105156,1722744480082587721,SayedAmirJafri,https://twitter.com/SayedAmirJafri/status/1722744480082587721,
Thu Nov 09 22:34:09 +0000 2023,1722744412030030083,"President Biden put on a masterclass in diplomacy today. President Biden denied ceasefire calls today as Israel continues to eradicate Hamas. All the while, Biden was able to convince Israel to observe daily pauses in fighting to help innocent Gazans get out of war zones.",10,77,359,1526,en,1486069441259397125,1722744412030030083,BidensWins,https://twitter.com/BidensWins/status/1722744412030030083,
Thu Nov 09 22:33:51 +0000 2023,1722744337660850526,"@AdrianPataki1 @sadthedreamer Hamas wouldn't exist if Israel hadn't spent almost forty years oppressing, displacing, detaining, murdering, etc the Palestinians in the first place. So who really needs to go away, then?",0,10,29,772,en,1052267017435324417,1722654324021485949,GotouSatsuki,https://twitter.com/GotouSatsuki/status/1722744337660850526,"AdrianPataki1, sadthedreamer"
Thu Nov 09 22:33:37 +0000 2023,1722744278383047080,"If you think this massacre of innocents in Gaza by Israel is about Hamas"" or ""Terrorists"" - you're wrong.  It was always about this.   Another Nakba - while the world watches. And does nothing to stop it.""",1,20,148,233,en,4869905412,1722744278383047080,berningman16,https://twitter.com/berningman16/status/1722744278383047080,
Thu Nov 09 22:32:49 +0000 2023,1722744075240042869,CNN has suspended ties with 1 of the journalists who was embedded with Hamas terrorists on 10/7  I can imagine a scenario where the journalist said to higher ups “hey Hamas is about to do something big”  How much did these media orgs know before the 10/7 attack?,52,162,2400,6804,en,875856268056969216,1722744075240042869,DC_Draino,https://twitter.com/DC_Draino/status/1722744075240042869,
Thu Nov 09 22:32:14 +0000 2023,1722743929303429462,learning that hamas is mostly teenagers only makes me think of how many children israel are currently radicalizing against them.,0,2,21,230,en,1685095135,1722743929303429462,celesitial,https://twitter.com/celesitial/status/1722743929303429462,
